feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,label
201.62610887942947,498.4780638993785,2012,14,4,2,1,1,1,0,0,VILLA,RESIDENTIAL,Hilly,Wood,Tiles,UNPAVED,0.6263658891558873,3.0049096842539957,1.0270846335808428,0.3740270634239453,6,83.07967731656309,7,8,114800000
938.9866951740706,475.75028523226,2001,25,5,1,2,1,1,0,0,COMMERCIAL,RESIDENTIAL,Steep,Wood,Tiles,DIRT,2.227708847621753,4.830524467007318,1.807710094524785,1.9749030889660568,6,79.29171420537666,7.5,8,109700000
742.3405511976514,388.51444828192825,2014,12,4,3,1,1,1,0,0,VILLA,RESIDENTIAL,Steep,Cement,Thatched,UNDER_CONSTRUCTION,1.9216122655113743,3.4787683973687784,0.2983382267750849,0.4905237359713923,7,55.502064040275464,8,10,114100000
515.8484961736464,233.63466890814811,2019,7,1,1,2,1,1,1,0,LAND,RESIDENTIAL,Flat,Wood,Thatched,UNDER_CONSTRUCTION,0.03584196006242535,0.8115195730715685,0.55815134751834,0.475919799966402,2,116.81733445407406,7.5,10,81300000
679.3600227364326,429.46998475013083,2020,6,3,1,2,1,1,0,0,VILLA,RESIDENTIAL,Steep,Marble,Iron sheets,PAVED,0.16085077420091665,4.411412698666832,0.23591773412422978,1.9641168159708986,4,107.36749618753271,5,7,159000000
697.434442331072,382.0747618506794,2000,26,4,1,0,1,1,0,0,COMMERCIAL,RESIDENTIAL,Gentle,Marble,Tiles,PAVED,0.20247156404858846,3.6345958564322958,1.2254767935243234,1.2395424175863876,5,76.41495237013588,3,9,150700000
103.89383788691799,451.7312995513047,2016,10,1,3,0,1,1,0,0,LAND,RESIDENTIAL,Hilly,Tiles,Thatched,PAVED,2.2763594181027322,2.160932576388777,0.5384063501486984,0.8691006353732988,4,112.93282488782617,6,10,111300000
485.69202213361996,277.1048584836891,2008,18,5,3,1,1,1,1,0,LAND,RESIDENTIAL,Hilly,Wood,Thatched,DIRT,0.226355315448186,4.812117823881544,0.03403946889283982,1.3547373705749008,8,34.63810731046114,12.5,10,86600000
149.23470639206295,334.40245757092555,2000,26,2,2,2,1,1,0,0,COMMERCIAL,RESIDENTIAL,Gentle,Marble,Tiles,PAVED,2.1348148590336913,4.35526252303389,1.4035136359182718,1.9939190320567672,4,83.60061439273139,8.5,6,98000000
345.7616811504836,87.54754746396883,2009,17,4,3,0,1,1,0,0,HOUSE,RESIDENTIAL,Gentle,Cement,Concrete,PAVED,0.852873575102246,2.9986804215171574,0.41372010645744894,0.009033125225470728,7,12.50679249485269,9.5,6,28000000
219.41230886964206,486.5750956143811,2000,26,3,1,1,0,1,1,0,HOUSE,RESIDENTIAL,Steep,Tiles,Thatched,PAVED,1.8792747695236427,4.44999260281109,1.4454965540706632,0.5111947318002865,4,121.64377390359527,6,10,111400000
113.8512226530818,401.0928702260808,2004,22,2,1,1,1,0,1,0,LAND,RESIDENTIAL,Gentle,Marble,Concrete,UNPAVED,1.4181765614647666,1.595463038894912,0.3118178987541267,0.9555840604335333,3,133.6976234086936,9,10,123700000
956.1529469114763,181.03193618654657,2001,25,1,1,1,1,1,1,0,APARTMENT,RESIDENTIAL,Gentle,Wood,Thatched,DIRT,0.02649860096215817,0.08149740207098632,1.1301790687988824,1.807457554965485,2,90.51596809327329,7,10,80800000
1080.28211546527,215.44367854029986,2004,22,5,1,2,1,0,1,0,HOUSE,RESIDENTIAL,Gentle,Wood,Thatched,DIRT,2.9538551097274377,1.5932699796838494,0.07261100862425574,1.938551099018732,6,35.90727975671664,6,8,67300000
606.2995208479333,265.2807215049796,2000,26,5,3,0,1,1,1,0,LAND,RESIDENTIAL,Gentle,Marble,Iron sheets,UNDER_CONSTRUCTION,0.01135370999012153,0.9721973577577347,1.1262222836625477,1.3211572253684736,8,33.16009018812245,8,10,120400000
298.1682172749074,332.49340909352594,2019,7,2,3,2,1,1,1,0,LAND,RESIDENTIAL,Steep,Tiles,Tiles,UNDER_CONSTRUCTION,2.7434144481155696,0.6655512297005306,0.08705109653725551,1.9552156510305263,5,66.4986818187052,11.5,9,98700000
634.6145092956908,477.42890939916504,2000,26,5,2,2,1,1,0,0,HOUSE,RESIDENTIAL,Gentle,Wood,Thatched,PAVED,2.5816292970380177,4.386214012701551,1.9240219095670636,1.0098625641240357,7,68.20412991416643,8,10,124600000
328.5269386736698,145.05910112459142,2007,19,3,2,0,1,1,0,0,VILLA,RESIDENTIAL,Flat,Wood,Tiles,UNPAVED,2.3123246073726795,1.9188635300140877,1.985478722763517,0.5341961015728975,5,29.011820224918285,8,7,38100000
200.1695671563816,172.00550182551845,2018,8,2,2,2,1,1,0,0,COMMERCIAL,RESIDENTIAL,Flat,Tiles,Thatched,UNPAVED,1.2235988622789695,2.363882550763104,0.6316857949898529,1.347654467110499,4,43.00137545637961,5.5,10,51100000
295.65210666008613,110.85775703529822,2007,19,1,2,0,1,1,1,1,LAND,RESIDENTIAL,Gentle,Cement,Iron sheets,PAVED,0.41938753502956727,4.586496598556364,0.617431527098496,1.252050166544495,3,36.95258567843274,10.5,9,33000000
234.76609238153202,484.04975766798725,2008,18,5,3,1,1,1,1,0,COMMERCIAL,RESIDENTIAL,Hilly,Marble,Thatched,UNDER_CONSTRUCTION,1.9423465565682332,0.7077577048421002,1.8704331954126008,1.9504557130787805,8,60.506219708498406,8.5,9,159800000
107.87758615137257,50.86034055331291,2007,19,1,1,2,1,1,1,0,COMMERCIAL,RESIDENTIAL,Steep,Marble,Concrete,DIRT,0.44729978292786243,2.7815887584135752,1.1268761684061819,1.1949285330657828,2,25.430170276656455,7.5,6,16700000
905.8608608731589,437.3027134167709,2006,20,3,2,0,1,1,1,1,LAND,RESIDENTIAL,Hilly,Tiles,Concrete,UNDER_CONSTRUCTION,0.9958623983437432,0.22528375084160945,0.12752659537639133,0.9132097803453616,5,87.46054268335419,8.5,6,113900000
484.969293641482,91.0839894731312,2010,16,5,2,2,1,1,1,0,COMMERCIAL,RESIDENTIAL,Steep,Cement,Thatched,DIRT,2.723159215135228,4.049144961690829,1.1264459408114817,1.2266220473622782,7,13.011998496161599,12,9,42200000
1077.825214830807,472.80384778305836,2001,25,2,2,2,1,1,1,0,LAND,RESIDENTIAL,Flat,Tiles,Iron sheets,PAVED,0.5774623504230693,2.965903368833027,0.06208697094666449,1.206213960706791,4,118.20096194576459,9,8,129700000
721.7618758312724,217.65521412529893,2019,7,2,1,1,1,1,0,0,VILLA,RESIDENTIAL,Hilly,Marble,Iron sheets,DIRT,1.2328412540166078,1.5460828356528,0.9023397764132224,0.6102160087780155,3,72.55173804176631,9.5,9,97100000
354.0991504366933,408.04031209801457,2007,19,2,1,2,0,1,0,0,HOUSE,RESIDENTIAL,Hilly,Tiles,Concrete,DIRT,1.1028210637406588,4.769493675097236,0.02009622075679829,1.7986104642935066,3,136.01343736600487,6.5,9,101900000
460.48021452082304,381.30315330005897,2013,13,5,2,1,1,1,0,0,LAND,RESIDENTIAL,Flat,Wood,Concrete,UNDER_CONSTRUCTION,2.3642700838226074,0.5743216946365237,0.7342368451533077,1.1678762043595894,7,54.47187904286557,6,10,108800000
202.30536747426078,257.01133089820706,2022,4,5,3,1,1,1,1,0,APARTMENT,RESIDENTIAL,Steep,Marble,Tiles,DIRT,2.793178972652354,3.2540078044126015,1.502573140516574,1.3774790378509991,8,32.12641636227588,7,8,92500000
697.2941422720088,82.66551169506249,2001,25,4,2,2,1,1,1,0,HOUSE,RESIDENTIAL,Steep,Tiles,Tiles,UNDER_CONSTRUCTION,1.5006110562698547,1.195058113180238,0.334821604169369,1.3006831868858644,6,13.777585282510415,10.5,10,58600000
220.86138515704704,450.7610147367184,2005,21,4,3,2,1,0,0,0,LAND,RESIDENTIAL,Flat,Tiles,Tiles,UNDER_CONSTRUCTION,1.0033733826946083,4.711614191086143,1.2583131843245638,1.8729271288621379,7,64.39443067667405,8,10,111200000
422.6242907530379,238.4679598965684,2007,19,4,2,1,1,1,1,0,APARTMENT,RESIDENTIAL,Hilly,Tiles,Tiles,UNPAVED,2.423356108972372,3.654490837415818,1.4019150199852748,1.072870136464601,6,39.7446599827614,4.5,10,76900000
219.65264376870388,340.4536329497721,2019,7,5,3,1,1,0,1,0,COMMERCIAL,RESIDENTIAL,Flat,Marble,Concrete,UNPAVED,0.5796067627006366,3.1964323292368606,1.1899020770326236,1.4571083797069926,8,42.55670411872151,8,10,126500000
1019.8864240896692,531.7663564700608,2003,23,3,1,0,1,1,0,0,LAND,RESIDENTIAL,Flat,Marble,Thatched,DIRT,1.3623598992106891,3.552747388807887,0.05531782535902097,1.615688678097486,4,132.9415891175152,5.5,9,195400000
789.2617186606891,183.0834827685527,2002,24,1,2,0,1,1,0,0,HOUSE,RESIDENTIAL,Gentle,Cement,Iron sheets,UNDER_CONSTRUCTION,1.397258452187955,1.2956158634655512,0.22619036735571418,0.5618789431669351,3,61.027827589517564,7.5,9,65500000
289.7919040776193,140.29899542629866,2020,6,1,3,2,1,1,1,0,VILLA,RESIDENTIAL,Steep,Cement,Concrete,UNDER_CONSTRUCTION,1.0092456696098506,2.2017271567783747,0.5639406280027279,1.8537084663512824,4,35.074748856574665,6.5,10,44700000
148.65973715523398,101.35215026001543,2005,21,3,2,2,1,1,0,0,APARTMENT,RESIDENTIAL,Gentle,Wood,Concrete,UNPAVED,2.670815498597098,1.679739079364413,1.877601926904158,0.46104612698473635,5,20.270430052003086,9,9,29900000
830.6452428605843,414.8953380265683,2003,23,4,3,1,1,1,0,0,HOUSE,RESIDENTIAL,Steep,Marble,Tiles,PAVED,0.3773334051553586,2.46584608021379,0.003985731804657222,1.9287194089363981,7,59.27076257522405,8.5,6,148100000
759.2369808977306,400.20719768917223,2020,6,2,2,1,1,1,0,1,VILLA,RESIDENTIAL,Flat,Marble,Thatched,PAVED,1.3045361143110927,3.57777010262944,0.38988635838605235,0.12949790652203008,4,100.05179942229306,4.5,9,163100000
877.6603324676003,460.98280208004354,2006,20,2,2,1,1,1,1,0,VILLA,RESIDENTIAL,Gentle,Wood,Iron sheets,UNDER_CONSTRUCTION,1.3919775839582065,4.5603222494831925,0.6317932153321935,1.6344316979767335,4,115.24570052001089,11,7,103700000
319.8220613292884,491.1771709328735,2011,15,5,1,1,1,1,0,0,COMMERCIAL,RESIDENTIAL,Hilly,Marble,Iron sheets,UNPAVED,0.9379195493248972,2.1925113531674607,1.6686608696990224,1.1222145952776,6,81.86286182214558,14,10,170400000
742.4072791942748,189.9978495599003,2013,13,3,2,1,1,0,0,0,VILLA,RESIDENTIAL,Flat,Cement,Iron sheets,UNDER_CONSTRUCTION,2.6782280641549563,4.508730503445305,0.1051404617287941,1.0981687076758264,5,37.99956991198006,9.5,8,50000000
1012.3572502413205,448.912150901056,2014,12,3,2,0,1,1,1,0,APARTMENT,RESIDENTIAL,Flat,Wood,Iron sheets,UNDER_CONSTRUCTION,0.40794796916649867,3.6675781487288988,1.1690569041949315,0.9697590640462508,5,89.78243018021121,9.5,7,115300000
551.0147975729697,288.6543891102637,2020,6,1,3,0,1,1,0,0,APARTMENT,RESIDENTIAL,Flat,Wood,Concrete,DIRT,2.6300362393787635,0.43816314345284324,0.791736024748205,0.484308554577747,4,72.16359727756593,5,10,92600000
874.2266832696129,160.09133723714737,2016,10,5,1,1,1,1,0,1,HOUSE,RESIDENTIAL,Steep,Wood,Concrete,DIRT,1.3537319188144141,4.6059164791629374,0.03076758575638805,0.9060591718710098,6,26.681889539524562,7,7,53700000
277.6280364241253,106.56058764339161,2008,18,4,2,2,1,1,0,0,LAND,RESIDENTIAL,Steep,Wood,Tiles,PAVED,0.8220454358161395,2.1005769750634466,0.048706333696392656,0.5856287845143764,6,17.76009794056527,8,6,32900000
1068.3756190212116,373.70923508610656,2016,10,1,1,0,1,1,0,0,HOUSE,RESIDENTIAL,Flat,Tiles,Concrete,DIRT,2.847107135701838,0.6684821753244274,0.7065547804737609,1.1093878655587046,2,186.85461754305328,13,9,133100000
851.5403455371508,183.98945348397834,2022,4,1,3,0,0,1,0,0,HOUSE,RESIDENTIAL,Gentle,Cement,Thatched,PAVED,1.1558362912809685,0.7207082038960194,1.8096779900531894,1.6974106077152784,4,45.997363370994584,4,9,73900000
844.8341652816945,54.669545711634306,2009,17,2,2,0,1,1,1,0,COMMERCIAL,RESIDENTIAL,Steep,Tiles,Tiles,PAVED,2.6506668726621343,1.9660287516943586,1.2701886035951497,1.9590514274276924,4,13.667386427908577,7,6,25100000
160.8064324126687,142.66450049618646,2017,9,1,2,0,1,0,1,1,COMMERCIAL,RESIDENTIAL,Gentle,Cement,Thatched,DIRT,2.3554390702399775,0.7099707309465553,1.3143153829657113,1.2481877986797194,3,47.55483349872882,6.5,7,27300000
838.1191180811919,294.6702344638827,2003,23,4,1,1,1,1,1,0,APARTMENT,RESIDENTIAL,Hilly,Marble,Tiles,UNDER_CONSTRUCTION,0.08755899529317235,0.350293797621275,1.757690182350092,0.7829698521400206,5,58.93404689277654,12.5,8,111000000
661.7339150814892,251.93172182923485,2018,8,4,2,2,1,1,1,0,LAND,RESIDENTIAL,Flat,Cement,Concrete,PAVED,2.0341868675379877,0.6168965859586256,0.7788910434551137,1.361460404830971,6,41.98862030487248,11.5,10,89000000
974.8063092219589,128.7531955343132,2018,8,4,1,0,1,1,0,1,APARTMENT,RESIDENTIAL,Steep,Cement,Concrete,PAVED,0.6192155272095669,1.4800526239509137,1.7479464120012043,0.820925948616579,5,25.75063910686264,4.5,8,47600000
717.732429662522,458.39686294443845,2005,21,3,3,2,1,0,1,1,COMMERCIAL,RESIDENTIAL,Gentle,Tiles,Iron sheets,DIRT,0.6200040432094885,4.62524667898098,1.4057661106651496,0.6146235629421397,6,76.39947715740641,6.5,8,112400000
248.73377680471222,290.2604436991335,2017,9,1,3,1,1,1,1,0,HOUSE,RESIDENTIAL,Hilly,Marble,Concrete,UNPAVED,1.4293522916473522,4.603700374379064,0.5882787341317455,1.8271750597391114,4,72.56511092478337,12.5,10,105500000
231.80850358360496,487.58032076194354,2011,15,2,2,2,1,0,1,0,APARTMENT,RESIDENTIAL,Steep,Tiles,Iron sheets,UNPAVED,2.772015892718002,1.2567443355598455,0.30513681086115896,1.673140929544728,4,121.89508019048588,6.5,8,113700000
1055.691637565762,265.6125505568617,2006,20,2,1,0,1,0,1,0,COMMERCIAL,RESIDENTIAL,Flat,Marble,Concrete,PAVED,2.07494419197748,4.418131378417568,1.1363322160102627,0.829175495907589,3,88.53751685228724,4,7,94800000
389.5084569582485,181.39180638868464,2011,15,4,1,1,1,1,0,0,HOUSE,RESIDENTIAL,Flat,Marble,Iron sheets,UNPAVED,0.18299369917504038,0.18639190849201015,1.9355430469486439,0.24939510398187448,5,36.27836127773693,9,8,71400000
357.33597526817863,107.38198333937171,2004,22,5,2,0,0,1,1,0,COMMERCIAL,RESIDENTIAL,Gentle,Wood,Iron sheets,UNDER_CONSTRUCTION,2.1086005868503124,4.437268334809607,0.9181359162118796,0.5526017696201881,7,15.34028333419596,6,10,46200000
198.2654892112994,484.4358536739804,2014,12,2,3,1,1,1,1,1,VILLA,RESIDENTIAL,Steep,Tiles,Concrete,DIRT,2.027046138942642,3.119773376150719,1.5800797874183776,1.4620985825215873,5,96.88717073479607,7.5,10,119500000
705.965909186382,146.2109171334083,2006,20,5,2,1,1,1,1,0,HOUSE,RESIDENTIAL,Steep,Wood,Thatched,UNDER_CONSTRUCTION,2.1136500722355573,2.753090763440165,0.9685450227169765,0.7208029435104477,7,20.887273876201185,9.5,8,49100000
937.5425440378198,211.35725917661802,2013,13,2,1,0,1,1,0,0,COMMERCIAL,RESIDENTIAL,Gentle,Cement,Iron sheets,UNDER_CONSTRUCTION,0.8156396552613797,3.677569202374617,1.260501378468731,0.31913304797143915,3,70.45241972553934,8,10,87000000
508.56559472528374,370.8572637776398,2012,14,2,1,1,1,1,1,0,COMMERCIAL,RESIDENTIAL,Flat,Cement,Iron sheets,UNPAVED,2.7575299125805133,2.83412267562528,1.3029019502610293,0.971581529370372,3,123.61908792587992,7,8,74100000
305.67823048565185,257.6346186848784,2005,21,5,2,1,1,1,0,0,APARTMENT,RESIDENTIAL,Gentle,Cement,Concrete,UNDER_CONSTRUCTION,1.5515994744996737,1.6216379189283243,0.9348758764480769,1.5818366844493883,7,36.804945526411196,9,10,66500000
581.7038553001205,511.9884633397942,2021,5,4,1,1,1,1,0,0,VILLA,RESIDENTIAL,Gentle,Tiles,Concrete,UNDER_CONSTRUCTION,1.765862644904813,3.021463282104394,0.11905789666519584,1.2371642699746803,5,102.39769266795884,8,10,157400000
522.3668778738299,180.25374840424354,2005,21,4,3,2,1,1,1,0,APARTMENT,RESIDENTIAL,Hilly,Cement,Tiles,UNPAVED,1.2556200322306819,4.388641612590241,0.5167026014122473,0.42958487982628335,7,25.750535486320505,7,10,61800000
240.42695308247278,53.65380920234165,2017,9,1,1,2,1,1,1,0,LAND,RESIDENTIAL,Gentle,Cement,Tiles,PAVED,0.8584160271434761,4.969911451805215,1.5538328754131576,0.569493398489924,2,26.826904601170824,10,10,26000000
562.0447770606911,320.49872810975097,2002,24,5,2,0,1,0,0,0,LAND,RESIDENTIAL,Steep,Wood,Concrete,PAVED,0.8992480994101141,2.1779871629407586,1.6331882348288436,0.2990480892202294,7,45.785532587107284,6.5,8,81300000
459.3829114225895,520.7415946741295,2010,16,2,3,2,1,1,1,0,VILLA,RESIDENTIAL,Hilly,Cement,Concrete,UNPAVED,1.841770115500159,4.234985325671888,0.234404534546796,0.048197449181509366,5,104.1483189348259,12,10,117800000
567.638953416485,349.7761779468887,2021,5,4,2,0,1,1,0,0,HOUSE,RESIDENTIAL,Flat,Tiles,Iron sheets,UNDER_CONSTRUCTION,2.0153941176515664,1.0634714613808105,1.7726613277883547,0.6851264267748094,6,58.296029657814785,7,7,97400000
261.08454244499524,277.3558570010552,2012,14,3,1,1,1,1,0,0,COMMERCIAL,RESIDENTIAL,Flat,Cement,Concrete,DIRT,2.920097684814238,2.389926059125095,1.625626403283547,0.8085073951688888,4,69.3389642502638,8.5,7,52800000
447.8451236843487,88.4813299932153,2002,24,3,3,0,1,1,0,1,HOUSE,RESIDENTIAL,Gentle,Marble,Concrete,UNDER_CONSTRUCTION,1.8914434613880275,2.6682889766678786,0.38795139670597867,1.117037348270526,6,14.74688833220255,6.5,9,47500000
105.36687551923687,242.86202727816715,2021,5,1,1,1,1,1,0,0,VILLA,RESIDENTIAL,Steep,Tiles,Concrete,UNPAVED,0.5348597734227934,2.7907530000057217,0.5001072616035998,1.0453148588346879,2,121.43101363908357,11,10,65600000
293.2495448220294,222.65639039069924,2011,15,1,3,1,1,1,1,0,VILLA,RESIDENTIAL,Gentle,Tiles,Concrete,DIRT,0.9016513920336863,3.1860631577398806,1.817275054100523,1.3828017667534298,4,55.66409759767481,11,6,56200000
962.0313253748013,211.37003993758807,2011,15,1,1,1,1,1,1,0,APARTMENT,RESIDENTIAL,Hilly,Marble,Thatched,PAVED,0.11976925940176453,4.214574742879848,1.401735885641216,0.2294737044504198,2,105.68501996879404,12.5,10,117900000
463.72142418439665,59.15215247887497,2009,17,3,3,2,1,1,0,0,COMMERCIAL,RESIDENTIAL,Flat,Cement,Tiles,UNPAVED,1.5660055818956524,1.9278924870928331,1.778921608490859,0.6016275398599273,6,9.858692079812494,5,10,39700000
838.2958326820734,138.61017479032392,2005,21,2,3,1,1,1,0,1,HOUSE,RESIDENTIAL,Steep,Wood,Thatched,DIRT,0.628990703564364,1.4575955534770495,1.2441303433876627,0.40057179970182144,5,27.722034958064786,7.5,10,68100000
381.95067776668384,527.1073647355424,2002,24,1,3,0,1,1,1,0,LAND,RESIDENTIAL,Hilly,Tiles,Thatched,UNPAVED,2.8790925660559115,4.739809569576538,1.753696657230636,1.8022711168899936,4,131.7768411838856,7.5,8,114800000
336.48140199902537,297.2945660159279,2015,11,2,3,1,1,1,1,0,APARTMENT,RESIDENTIAL,Steep,Tiles,Thatched,PAVED,0.34591366737298457,0.22626211173387367,0.16135430588647393,0.8009146393405153,5,59.45891320318558,11,10,97300000
442.22480013073783,331.53731197075456,2019,7,2,3,0,1,1,1,0,APARTMENT,RESIDENTIAL,Steep,Wood,Iron sheets,UNPAVED,2.4086236482322647,0.6278725923497558,1.4735155861738898,1.4755583111212935,5,66.30746239415092,5.5,6,80000000
392.97688939687237,273.2953453435615,2001,25,3,1,0,1,0,1,0,COMMERCIAL,RESIDENTIAL,Hilly,Tiles,Concrete,PAVED,1.772826000989185,0.7661542860775306,0.368552356322591,1.231131216056996,4,68.32383633589038,9.5,7,68500000
196.26533503335787,177.76562980890938,2000,26,1,1,2,1,1,1,0,LAND,RESIDENTIAL,Hilly,Cement,Concrete,UNDER_CONSTRUCTION,2.572021694364143,4.554213968761695,0.10213929346598061,1.8817215160312628,2,88.88281490445469,11,7,30700000
832.6084636453508,290.3549122081014,2004,22,4,1,0,1,1,1,0,APARTMENT,RESIDENTIAL,Flat,Marble,Thatched,UNPAVED,2.3775718911715784,4.402334616010428,1.945512729238603,0.332341003154881,5,58.070982441620274,7,9,122900000
